Sample_ID	S3P1_G05	S3P1_H05	S3P1_F05	S3P1_A06	S3P1_E06	S3P1_C06	S3P1_B06	S3P1_G06	S3P1_H06	S3P1_F06	S3P1_B07	S3P1_E07	S3P1_C07	S3P1_H07	S3P1_G07	S3P1_F07	S3P1_E08	S3P1_C08	S3P1_D08	S3P1_F08	S3P1_G08	S3P1_A09	S3P1_H08	S3P1_E09	S3P1_D09	S3P1_B09	S3P1_C09	S3P1_H09	S3P1_F09	S3P1_G09	S3P1_A10
RAD51C_9650	0.978575767426585	0.604061331492061	0.66396484857229	0.564840192014166	0.919291822263953	0.343729596126765	0.792940768642716	0.765962269768836	0.750699261620139	0.831463489082903	0.895985072192361	0.745321959138026	0.662676533620379	0.418482930000001	1.40050860764535	0.997760662554829	0.966756840365035	1.15660866039115	1.40003375023651	1.03225745010457	1.32827897507536	1.16414825795558	0.896038752260736	1.38332496040821	1.40028168658674	1.1650180822548	1.16922033195643	1.69091258232056	1.24611602868981	1.65162553304125	1.62950069349616
S100A13_9771	0.683987852901862	0.375330684669442	0.585867143957224	0.491080303644783	0.466692027573552	0.516471909460373	0.297412492100168	0.327375422793797	0.552915780895926	0.38198637089292	0.850789868938533	0.927363846121186	0.662676533620379	0.518706703393023	0.832628244444523	0.952029263913834	0.608755460880578	0.421290489628403	0.94456452116117	0.792151861944167	0.682044480257692	0.252081854721424	0.708746717481097	0.58012737160743	0.613943229440602	0.427713510088233	0.169784095077529	0.563215738010962	0.667218606431116	0.572200548900696	0.692337649156807
PLA2G2A_32641	0.683987852901862	0.919462529299422	0.36984669447767	0.452736243477089	0.510328651043169	0.516471909460373	0.350187137939383	3.99686861199171	0.281621673059787	1.4950857417175	1.17799691583068	0.839212296893496	0.0745075243731736	1.76711415626659	0.953907516571485	0.169427671197128	0.608755460880578	0.32693265344587	0.628875465574423	0.143422416008865	1.23874195551509	0.252081854721424	0	0.992741215949562	0.132830824468992	0.0962888638528266	1.16922033195643	0.0745905308742602	0.258220794778813	0.13403417222632	0.692337649156807
SOX2_9919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4A1_33111	6.3071998751919	6.02227563775166	5.76421351323987	5.98914477883909	5.85781964419253	6.77018510269536	5.49338250307424	6.6506431750297	6.29384984727305	6.190144221932	7.80159232827533	7.80969763009519	8.08772692450142	8.81275223266268	9.04814650910338	9.45559609498079	10.6146687210738	10.7444390922479	10.7118648111826	11.6664418006352	11.3733310669373	11.2165805546517	11.0659932984434	11.9654326831451	11.5152468903089	11.9978684498247	12.0032374371728	11.8786021282528	11.9664603738675	11.9968661724553	11.8591219376016
PLOD3_9507	0.0849587940384604	0.0526135801536668	0.32247094889704	0.244055031757949	0.375247715457172	0.075610123003357	0.126411684338396	0.327375422793797	0.100107722814622	0.061160945405698	0.487222923574224	0.225382396770072	0.0745075243731736	0.194368821845883	0.303667430913196	0.391251505103214	0.131516010075344	0.466251721046558	0.171313025801779	0.334917752289768	0.38095757913952	0.415885984032116	0.125156774637864	0.16831509159147	0.311628105623004	0.271497442682896	0.584539740333597	0.277685401713298	0.177176070519461	0.36968846335685	0.244606904511648
SPHK1_32682	0.0849587940384604	0.0526135801536668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCR4_8411	0	0.0526135801536668	0.115686031597597	0.151326404452511	0.117528727238864	0	0.126411684338396	0.0890671327114605	0.0509219889395351	0.061160945405698	0.156764211775286	0.225382396770072	0.0745075243731736	0	0.209372717318199	0.247220729689155	0	0.0598959905521768	0.171313025801779	0	0.105076572288869	0	0.0639351630295719	0	0.0679436110948202	0.0962888638528266	0	0	0	0.256667541263681	0.0862266447668511
CNN1_32759	0	0.0526135801536668	0	0	0	0.075610123003357	0	0	0	0.061160945405698	0.0805103222531584	0.154096726722574	0.0745075243731736	0	0	0.0871995701237366	0	0.117404102654452	0	0	0	0	0	0.0866107598262379	0	0	0	0	0	0	0.0862266447668511
DCXR_8445	6.04493574557503	5.30030448038288	5.89140974485896	5.91175273807281	5.77638575665305	5.93695339135395	5.74689311192408	5.91684593317823	5.66557876767341	5.71989920094767	6.31414641176717	6.17476640999833	6.23777671937956	5.53400677350731	6.27669819320222	6.29134391793976	5.80180472616232	5.90809515621428	6.36323177539135	5.89433688772837	5.63167467677387	5.03092986633171	5.24527483524424	5.57071294245038	5.57672279223509	5.6967659014226	5.655181374097	3.96274154016241	4.95365784793944	4.93071144934582	5.25551363807908
ABCC5_7942	1.55632556853405	1.37690741057741	1.56658060881703	1.24119599565119	1.54086340457812	1.50050862241176	1.71781702247285	1.63297149323827	1.46488285982722	1.35556840396459	1.21413481259588	1.26846973935414	1.18398606010256	1.07430891758647	1.70694503811876	0.80543570284927	1.22417547726612	1.49712494818195	1.22951664818375	1.33088642543513	1.60401903392483	1.5641221817594	1.18190870263138	1.31321316108737	1.37368141382109	1.58572232210506	0.999365812953211	2.08297120260816	1.71663960256737	1.51086101037037	1.54066664669412
ALDH7A1_8028	9.80020852125346	9.00282603918709	9.83500593609481	9.42019222499592	9.69640485613767	9.77647462620453	8.63853899378073	9.13665222451657	9.5333669552604	9.14598229912584	10.2010632597448	9.71629425719398	9.78626694972439	9.59303069771324	10.0837968335395	9.92404082567182	9.86995291255061	10.2269538841318	9.94556909815086	10.0125514676331	9.88073010835156	9.33781862216611	9.35894904838788	9.97272414900783	10.0011136492724	10.1941540780946	9.7389352197952	9.53653693955553	9.92335418594418	9.87385131543599	10.0365971721384
AADAC_7934	5.52950232422242	5.163470339153	5.60132919161277	5.54795224983797	5.80404427522164	5.86152395888231	6.11985681366432	5.98515525287155	6.09589438297046	5.96462417513571	6.04368896239137	6.01168304502977	5.8731403232597	6.34319887316163	6.07254934623396	6.00261491079674	5.85630029254992	5.75003557836473	5.87021174775509	5.62778307044411	5.9622666914374	6.02147261647528	5.88708770586848	5.65461820786083	5.91899047725164	5.4706855227483	5.00439540417008	4.1162924016242	5.13089615749494	4.95355590723843	5.26940280912803
PLA1A_9490	1.18510941038964	0.975039293617465	1.03113177115532	1.19548462150064	0.951307433957601	0.853675567095479	0.792940768642716	1.18500597196074	1.0550584506138	0.683714127821217	1.102886580158	0.839212296893496	1.31268995712891	0.61241792604376	0.953907516571485	0.952029263913834	0.308722608317948	0.593293812993162	0.846814185148921	0.556159514958535	0.748429693385245	0.46659980291241	0.708746717481097	0.245639208986175	0.254456196207255	0.697044398596347	0.321674453521157	0.455686011452144	0.334953893103206	0.749753504595644	0.387307223802831
ACOT9_7972	0	0	0	0.0522257816882681	0.2262000492386	0.215889541483189	0.0645899535134604	0.0890671327114605	0.100107722814622	0	0.0805103222531584	0	0.145355361472459	0	0.209372717318199	0.169427671197128	0.131516010075344	0.172707454722057	0.116438299578217	0	0	0.308775020228364	0.125156774637864	0.245639208986175	0.194924823442898	0.0962888638528266	0.169784095077529	0.277685401713298	0.0913061818480473	0.13403417222632	0.31772069791094
SLCO1C1_32799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COLEC12_32794	0.886904585877043	0.568370105669067	0.773714705801127	0.701927878574828	0.672764298799505	0.403638151370163	0.497830969258334	1.10183764267487	0.517145610150294	0.474819976199077	1.02365000588178	0.53694698129239	0.756186250943142	0.61241792604376	0.894541913870211	0.583469995366309	0.77890794116889	0.672170512990284	0.628875465574423	0.876705606935051	0.872683968676834	0.696442899093565	0.493460929724078	0.58012737160743	0.366620473038187	0.757194093252249	0.64339960320378	0.756858857301395	0.781298451747256	0.749753504595644	0.453691211803265
IDE_8862	5.24335404973764	4.91617539866656	5.01571831398435	5.17368378033525	5.01619701777103	5.19455872098844	5.00610093240663	5.39489130808652	5.1018189954062	5.31944359347166	5.55016839792012	5.46511147472649	5.48305013349563	5.2952561228563	5.76387104227108	5.65560251722787	5.79189738282966	5.59671752758535	5.65845565780615	5.96000214554102	5.95701247180966	5.66357460157185	5.65120564747279	6.23000249633223	5.96760348992414	6.31869385525704	6.15230120772944	6.46239672266399	6.42735852630023	6.6910201987789	6.38741991716049
ANKRD23_32357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0871995701237366	0	0.0598959905521768	0	0	0.105076572288869	0	0.0639351630295719	0.0866107598262379	0.132830824468992	0.186551303341717	0.0873882454774224	0	0.0913061818480473	0	0
USP14_10137	4.69656201700288	4.1437856510098	4.15906476261402	4.55376892236523	4.30121605779754	4.36356380931242	4.14669564664559	4.5843169073578	4.35560103888112	4.37784383830619	4.70806016760751	4.64770179039929	4.32009077818488	4.42490398557946	4.9966012701614	4.66811921921386	4.81281421978214	4.54995446128258	4.63399295288884	5.17052347576218	5.22557613500225	5.01823653513032	4.87829997096214	5.28043911227436	5.00895801010059	5.6419849634106	5.51445892733815	5.96453551266121	5.43751439013636	6.08501875005989	5.68833047183919
PRC1_9556	1.06476839675782	0.919462529299422	0.545173480839064	0.600352547434096	0.421694267745571	0.621117429559808	0.297412492100168	0.870162033773128	0.238338981363724	1.17366751541925	0.426910963302961	0.883961246268624	0.509961498361773	0.823090423893066	0.303667430913196	0.855973474534502	0.818485485255204	0.885818109252846	1.28032650262229	1.38961862687186	1.37104635426768	1.83894355413264	1.0617865002588	1.12140034867442	2.37719896704536	0.975468926220083	0.953582585338744	0.710829863855435	0.606607282492948	0.474494937592599	0.798323998473231
NDUFB8_33155	7.25115411009875	7.21098318253044	7.00316061792854	7.2023570079017	7.05184461597254	7.29843646574488	7.32911406103812	7.26764751310783	7.50179329302814	7.12714264606259	7.32274510673304	7.34159756149064	7.09805220261302	7.41859077330439	7.52456006353605	7.40705519944532	7.81321756427159	7.30816707401118	7.25751925112236	7.48256212984257	8.10698247016243	8.01193981041538	8.09737701141055	7.84581972849106	8.14145566288022	7.71229672742803	7.76981389766366	8.66258706692718	8.60224696460497	8.56917094216661	8.56432677348663
PTPN1_9616	0.16519147994431	0.0526135801536668	0.115686031597597	0.151326404452511	0.2262000492386	0.075610123003357	0	0.172953833628914	0.100107722814622	0.119834167991625	0.229189218829004	0.154096726722574	0.0745075243731736	0.132443877461496	0.108481211143133	0	0.0672561105566661	0.0598959905521768	0.059393531677794	0.0734927283475872	0	0.0672685029351215	0.0639351630295719	0.0866107598262379	0	0.0962888638528266	0	0	0.0913061818480473	0.13403417222632	0.0862266447668511
SLC37A4_9871	6.09572241236229	6.25687399550384	6.14222514639583	6.43992055426586	6.0203870811467	6.24804905510796	6.39725116121734	6.33161615069021	6.31027164769897	5.91060312307693	6.28577337673175	6.12670044540936	6.23168453708446	6.30598944093114	5.86011240249868	6.26703898222409	5.84196822895098	5.96598676622393	5.64640092165101	5.39854693535335	5.94644627495888	5.73771437844949	5.80293962068037	5.99129792863256	5.94632503793731	6.04325336313728	5.6462150941544	5.43420921208046	5.71916730970262	5.32338915884816	5.78657475631037
LY86_9165	3.59697242992819	3.64547716856228	2.97964802558926	2.89029573851898	3.53193390751159	3.39557951658235	3.82648202217943	4.09152266469186	2.87245594179557	3.53186978859034	3.36422287299354	3.24955402997849	2.9897202645201	3.29243291302226	2.71030071932095	3.00730178265103	2.44311746616763	2.61571374925076	2.90963537569953	2.77678688482899	3.37411899333154	2.76031966928534	3.01236251578522	3.02065423955386	2.08094439236679	1.8293383519483	2.84439797301593	3.53098962803876	3.1117174471767	3.19819019633571	2.70997371877213
PSME1_9603	6.49451876166513	5.79312404193046	6.29423208345851	6.1728530981519	6.14414332258146	6.49953306548104	6.06467232777045	6.49535486826479	5.74793685817514	6.34342234340322	6.51581320533477	6.40233643888728	6.45642007024932	5.91005182933784	6.49101233719043	6.64571675252574	6.48113124965432	6.71402788583839	6.6122294998574	6.62996597345308	6.49305786470333	6.31406924735117	6.17185305813944	7.0630373829815	6.33467814550319	6.40229987763648	6.69484175864127	6.8472027130229	6.78875849645466	6.75483894066208	6.78154654847937
RXRA_32828	6.00461508231234	5.43398007292768	5.62104257199865	5.67517523105688	5.70892918652755	5.44852553970581	5.49923617953545	5.67755188632527	5.48409870808965	5.52336972127941	6.32761101663002	6.18821045487757	5.92942941839663	5.52499741789605	6.12191614914028	6.15292767275369	5.82870424336239	5.48917907129651	6.11991770763308	6.07182861712542	5.89974350481915	5.40378363082451	5.33060009240094	6.02321535181919	5.66712045063501	6.09806523663791	6.03766963975667	5.52844180867752	5.63821007324372	5.88563986098081	5.89507163635245
FOXO3_8662	3.27411475558754	2.935164922511	2.97199262236025	3.23904799420866	2.4590042931026	2.55983458540557	3.30492075756831	2.1707324393248	2.63444880652137	2.80241799479594	2.93686827463543	3.30819382657869	2.65538672780378	2.23319332624038	3.23787109487591	2.6686471906216	2.08579959794037	2.3657708003221	2.57513326732149	2.96235338080709	2.56336459920908	2.4931136843309	1.68721432988859	2.90624193951693	2.23666276766345	2.59418091595407	3.1886949907925	2.37626447605873	2.9133063873808	3.07025237837846	2.45839979843598
IQGAP2_32488	0.0849587940384604	0.103375720155579	0.115686031597597	0	0.0599608382244499	0	0.0645899535134604	0.0890671327114605	0.0509219889395351	0.119834167991625	0.0805103222531584	0	0.0745075243731736	0	0.108481211143133	0	0.0672561105566661	0	0.059393531677794	0.143422416008865	0	0.0672685029351215	0	0.0866107598262379	0	0	0.0873882454774224	0	0	0.13403417222632	0.167589073683037
CHP1_33118	0.737454798230778	0.738601743874771	0.970954249390341	1.07443742484327	0.783613283851947	0.765098328006305	0.631758000557585	1.05838359190183	0.781179170848772	0.795920357343281	1.35026193216488	1.39753381480081	1.3431486518568	1.23025563519447	1.63621971241863	1.20691114824618	1.44254320928348	1.21045672899546	1.48912572579108	1.7672355297288	1.92425367612389	1.16414825795558	1.03012542337593	1.45018681122974	1.10923758177748	1.68196214107021	1.99904861485701	1.69091258232056	1.65811140028378	2.1714904280028	1.86725153291305
